variable,0,1,difference
bbq_grill,175.0,234.5,59.5
cooking_basics,155.0,200.0,45.0
dishwasher,155.0,204.0,49.0
dryer,180.0,190.0,10.0
freezer,169.0,218.0,49.0
iron,170.0,190.0,20.0
microwave,175.0,195.0,20.0
parking,180.0,185.0,5.0
pets_allowed,180.0,200.0,20.0
private_entrance,175.0,194.0,19.0
private_patio_or_balcony,170.0,214.0,44.0
self_check_in,185.0,175.0,-10.0
tv,139.0,199.0,60.0
